carat,cut,colour,clarity,depth,table,price,x,y,z,clarity_n,colour_n,Depth_check
1.23,Ideal,J,VS2,61.5,57.0,5030,6.85,6.9,4.23,3,0,61.52727272727274
1.07,Premium,H,SI1,60.0,60.0,5031,6.61,6.65,3.98,2,2,60.03016591251885
1.07,Ideal,H,SI1,60.9,57.0,5031,6.61,6.68,4.05,2,2,60.94808126410835
1.13,Ideal,I,VS2,62.3,56.0,5031,6.73,6.63,4.16,3,1,62.27544910179641
1.17,Ideal,F,SI1,63.0,54.0,5032,6.71,6.66,4.21,2,4,62.97681376215407
0.91,Premium,H,VVS1,62.5,59.0,5032,6.16,6.19,3.86,6,2,62.51012145748987
1.14,Very Good,F,SI2,59.2,63.0,5033,6.78,6.86,4.04,1,4,59.23753665689149
0.91,Very Good,D,SI1,62.8,58.0,5033,6.16,6.19,3.88,2,6,62.834008097165984
1.07,Premium,E,SI2,62.9,59.0,5033,6.55,6.46,4.09,1,5,62.874711760184475
1.07,Premium,E,SI2,61.3,59.0,5033,6.64,6.58,4.05,1,5,61.27080181543117
1.16,Very Good,E,SI2,62.4,55.0,5034,6.69,6.77,4.2,1,5,62.40713224368499
1.01,Premium,G,SI1,59.6,58.0,5034,6.61,6.54,3.92,2,3,59.61977186311787
1.09,Ideal,J,SI2,62.0,55.0,5034,6.58,6.64,4.1,1,0,62.02723146747352
1.01,Very Good,H,VS2,63.1,56.0,5034,6.41,6.36,4.03,3,2,63.11667971808927
1.01,Fair,E,SI1,64.7,56.0,5034,6.34,6.27,4.08,2,5,64.71054718477399
1.09,Very Good,E,SI2,60.9,59.0,5035,6.61,6.75,4.07,1,5,60.92814371257485
1.09,Ideal,E,SI2,61.6,55.0,5035,6.6,6.64,4.08,1,5,61.63141993957704
1.09,Ideal,E,SI2,61.9,55.0,5035,6.6,6.64,4.1,1,5,61.933534743202415
1.12,Very Good,I,VS1,59.6,58.0,5036,6.82,6.77,4.05,4,1,59.602649006622514
1.0,Very Good,H,SI1,61.5,59.0,5036,6.35,6.4,3.92,2,2,61.490196078431374
1.03,Ideal,G,SI1,60.9,57.0,5037,6.54,6.5,3.97,2,3,60.88957055214724
1.23,Very Good,G,SI2,60.8,59.0,5037,6.88,6.97,4.21,1,3,60.794223826714806
1.1,Ideal,I,SI1,62.1,57.0,5037,6.6,6.64,4.11,2,1,62.08459214501512
1.03,Premium,G,SI1,61.9,56.0,5037,6.54,6.48,4.03,2,3,61.904761904761905
1.02,Premium,F,SI1,59.2,58.0,5038,6.53,6.5,3.86,2,4,59.24788948580199
1.15,Ideal,I,VS2,61.7,59.0,5038,6.68,6.73,4.14,3,1,61.744966442953015
1.02,Very Good,F,SI1,63.3,58.0,5038,6.39,6.35,4.03,2,4,63.26530612244899
1.02,Very Good,F,SI1,62.1,63.0,5038,6.48,6.36,3.99,2,4,62.149532710280376
1.26,Premium,J,SI2,62.7,58.0,5038,6.95,6.9,4.34,1,0,62.67148014440433
1.23,Premium,G,SI1,62.5,62.0,5039,6.87,6.78,4.27,2,3,62.564102564102555
1.2,Premium,H,SI2,62.4,61.0,5040,6.81,6.78,4.24,1,2,62.39882266372333
0.9,Very Good,D,SI1,60.6,59.0,5040,6.23,6.28,3.79,2,6,60.59152677857713
1.2,Good,I,SI1,65.0,59.0,5040,6.51,6.57,4.25,2,1,64.98470948012232
1.25,Premium,I,SI2,61.0,60.0,5040,6.98,6.93,4.24,1,1,60.96333572969087
1.2,Ideal,J,VS1,61.8,55.0,5040,6.81,6.76,4.19,4,0,61.753868828297726
1.5,Fair,I,I1,65.1,59.0,5040,7.12,6.96,4.58,0,1,65.05681818181819
1.2,Ideal,H,SI2,62.3,57.0,5040,6.83,6.75,4.23,1,2,62.29749631811488
1.2,Very Good,I,SI1,63.1,59.0,5040,6.7,6.67,4.22,2,1,63.1264023934181
1.0,Premium,E,SI1,61.2,58.0,5040,6.39,6.35,3.9,2,5,61.22448979591837
1.0,Fair,F,SI1,61.3,62.0,5040,6.45,6.37,3.93,2,4,61.31045241809672
1.01,Very Good,I,VS1,63.4,57.0,5041,6.32,6.39,4.03,4,1,63.414634146341456
1.21,Fair,H,VS2,64.5,56.0,5041,6.7,6.66,4.31,3,2,64.52095808383233
1.07,Premium,F,SI1,61.7,58.0,5042,6.54,6.61,4.06,2,4,61.74904942965779
1.11,Very Good,D,SI2,61.3,60.0,5042,6.54,6.6,4.03,1,6,61.339421613394215
1.11,Very Good,D,SI2,59.9,57.0,5042,6.72,6.74,4.03,1,6,59.881129271916784
1.09,Ideal,E,SI2,61.7,58.0,5042,6.58,6.62,4.07,1,5,61.66666666666667
1.09,Premium,D,SI2,61.3,58.0,5042,6.65,6.62,4.07,1,6,61.3413715146948
1.22,Premium,J,SI1,61.9,58.0,5042,6.87,6.84,4.24,2,0,61.85266229029905
1.06,Premium,G,SI1,61.9,55.0,5043,6.61,6.54,4.07,2,3,61.90114068441064
1.16,Very Good,D,SI2,62.5,60.0,5044,6.64,6.7,4.17,1,6,62.518740629685155
1.04,Ideal,G,SI2,62.4,54.0,5044,6.49,6.53,4.06,1,3,62.36559139784946
1.02,Ideal,G,SI1,62.2,56.0,5044,6.46,6.44,4.01,2,3,62.17054263565891
1.02,Ideal,G,SI1,60.6,59.0,5044,6.55,6.52,3.96,2,3,60.59678653404744
1.08,Premium,G,SI1,59.4,60.0,5044,6.7,6.63,3.96,2,3,59.41485371342836
1.04,Good,F,SI1,63.4,59.0,5045,6.4,6.44,4.07,2,4,63.39563862928349
1.24,Very Good,J,SI1,61.6,60.0,5045,6.89,6.95,4.26,2,0,61.5606936416185
1.95,Premium,H,I1,60.3,59.0,5045,8.1,8.05,4.87,0,2,60.30959752321982
1.0,Very Good,H,VS2,59.7,59.0,5046,6.52,6.57,3.91,3,2,59.74025974025974
1.24,Very Good,I,SI1,62.5,57.0,5046,6.84,6.89,4.29,2,1,62.490895848506916
1.12,Ideal,F,SI2,61.9,55.0,5046,6.68,6.72,4.15,1,4,61.9402985074627
1.15,Very Good,H,SI1,60.9,57.0,5047,6.72,6.8,4.12,2,2,60.94674556213018
1.05,Very Good,H,SI1,60.2,62.0,5047,6.52,6.57,3.94,2,2,60.198624904507255
1.3,Very Good,J,SI2,61.1,61.0,5047,6.95,7.0,4.26,1,0,61.075268817204304
1.02,Very Good,H,SI1,64.4,59.0,5047,6.24,6.36,4.06,2,2,64.44444444444443
1.02,Ideal,H,SI1,61.7,57.0,5047,6.45,6.48,3.99,2,2,61.7169373549884
1.14,Premium,D,SI2,59.2,61.0,5047,6.84,6.82,4.04,1,6,59.150805270863835
1.06,Very Good,H,SI1,59.1,58.0,5048,6.66,6.71,3.95,2,2,59.08750934928945
1.08,Ideal,H,SI2,61.4,57.0,5049,6.6,6.66,4.07,1,2,61.38763197586727
1.2,Good,G,SI2,63.6,54.0,5049,6.71,6.75,4.28,1,3,63.59583952451708
1.08,Ideal,I,SI1,62.6,53.9,5049,6.51,6.56,4.09,2,1,62.586074980872226
1.01,Very Good,G,SI1,62.8,56.0,5049,6.35,6.43,4.01,2,3,62.754303599374026
1.01,Ideal,G,SI1,60.6,59.0,5049,6.45,6.49,3.92,2,3,60.587326120556405
1.03,Very Good,H,SI1,60.4,60.0,5050,6.41,6.53,3.91,2,2,60.432766615146825
1.01,Premium,H,VS2,62.6,61.0,5050,6.33,6.29,3.95,3,2,62.59904912836767
1.2,Ideal,I,SI2,60.5,58.0,5050,6.92,6.83,4.16,1,1,60.50909090909091
1.01,Very Good,H,VS2,61.0,63.0,5050,6.41,6.38,3.9,3,2,60.985144644253324
1.01,Very Good,H,VS2,63.5,61.0,5050,6.32,6.24,3.99,3,2,63.53503184713376
1.13,Premium,H,SI1,60.1,60.0,5050,6.77,6.73,4.06,2,2,60.14814814814814
1.13,Premium,H,SI1,60.9,59.0,5050,6.79,6.7,4.11,2,2,60.934025203854716
1.01,Good,D,VS1,56.8,61.0,5050,6.5,6.45,3.68,4,6,56.833976833976834
1.13,Premium,H,SI1,62.0,58.0,5050,6.67,6.63,4.12,2,2,61.95488721804511
1.01,Good,G,VS2,60.2,65.0,5050,6.55,6.48,3.92,3,3,60.16884113584036
1.13,Ideal,H,SI1,62.0,57.0,5050,6.73,6.66,4.15,2,2,61.9865571321882
1.0,Very Good,E,SI1,63.3,57.0,5051,6.3,6.36,4.01,2,5,63.34913112164297
1.0,Very Good,E,SI1,63.1,57.0,5051,6.36,6.39,4.02,2,5,63.058823529411754
1.01,Very Good,G,SI1,63.4,58.0,5051,6.29,6.4,4.02,2,3,63.35697399527185
2.0,Premium,J,I1,61.5,59.0,5051,8.11,8.06,4.97,0,0,61.471861471861466
1.11,Ideal,J,VS2,61.7,54.0,5051,6.64,6.69,4.11,3,0,61.66541635408853
0.92,Ideal,D,SI2,61.9,55.0,5051,6.24,6.27,3.87,1,6,61.8705035971223
1.01,Ideal,D,SI2,61.6,57.0,5051,6.32,6.45,3.93,1,6,61.5505090054816
1.01,Good,G,SI1,58.4,61.0,5051,6.51,6.61,3.83,2,3,58.38414634146341
1.0,Good,E,SI1,57.5,62.0,5051,6.5,6.58,3.76,2,5,57.49235474006116
0.72,Ideal,F,VVS1,60.8,56.0,5051,5.83,5.81,3.54,6,4,60.824742268041234
0.88,Very Good,F,VVS2,62.0,59.0,5052,6.09,6.13,3.79,5,4,62.02945990180033
1.13,Very Good,E,SI2,60.3,58.0,5052,6.78,6.86,4.11,1,5,60.26392961876834
0.65,Ideal,D,VVS1,60.9,57.0,5052,5.58,5.61,3.41,6,6,60.94727435210008
1.2,Good,J,VS2,63.7,56.0,5053,6.67,6.62,4.23,3,0,63.656884875846515
1.14,Very Good,H,VS2,59.9,57.0,5053,6.78,6.81,4.07,3,2,59.89698307579102
1.2,Premium,J,VS2,62.6,57.0,5053,6.8,6.72,4.23,3,0,62.57396449704143
1.11,Good,I,VS2,63.6,58.0,5054,6.57,6.52,4.16,3,1,63.559969442322384
1.01,Good,D,SI1,63.9,62.0,5055,6.25,6.31,4.01,2,6,63.85350318471338
1.01,Good,D,SI1,63.9,61.0,5055,6.28,6.31,4.02,2,6,63.86020651310563
1.01,Very Good,D,SI1,58.1,61.0,5055,6.59,6.66,3.85,2,6,58.113207547169814
1.01,Very Good,H,VS1,59.6,58.0,5055,6.46,6.5,3.86,4,2,59.5679012345679
1.01,Very Good,H,VS1,63.0,55.0,5055,6.35,6.41,4.02,4,2,63.00940438871473
1.01,Good,D,SI1,63.9,60.0,5055,6.29,6.32,4.03,2,6,63.91752577319588
1.02,Ideal,E,SI1,60.7,57.0,5055,6.55,6.51,3.97,2,5,60.79632465543645
1.02,Good,G,SI1,63.6,58.0,5055,6.39,6.34,4.05,2,3,63.6292223095051
1.02,Ideal,G,SI1,62.8,57.0,5055,6.38,6.35,4.0,2,3,62.84367635506677
1.07,Premium,H,SI1,62.1,58.0,5055,6.56,6.49,4.05,2,2,62.068965517241374
1.07,Premium,H,SI1,62.2,57.0,5055,6.57,6.48,4.06,2,2,62.22222222222221
1.24,Ideal,H,VS1,63.0,55.0,5055,6.84,6.81,4.3,4,2,63.00366300366301
1.02,Premium,H,SI1,59.6,57.0,5055,6.63,6.55,3.93,2,2,59.63581183611533
0.91,Premium,E,VS2,62.3,58.0,5055,6.21,6.15,3.85,3,5,62.297734627831716
1.02,Premium,D,SI2,62.8,55.0,5055,6.46,6.38,4.03,1,6,62.77258566978193
0.91,Premium,E,VS2,61.1,58.0,5055,6.28,6.2,3.81,3,5,61.05769230769231
1.12,Premium,H,VS1,59.6,57.0,5055,6.82,6.77,4.05,4,2,59.602649006622514
1.14,Good,I,VS1,63.3,56.0,5056,6.6,6.68,4.2,4,1,63.25301204819277
1.01,Good,I,VS1,59.0,63.5,5056,6.5,6.57,3.86,4,1,59.06656465187452
1.22,Very Good,J,VS1,59.0,63.0,5056,7.05,7.02,4.15,4,0,58.990760483297805
1.1,Premium,H,SI1,60.4,60.0,5056,6.72,6.68,4.05,2,2,60.44776119402986
0.76,Ideal,E,VVS1,62.2,55.0,5056,5.86,5.82,3.63,6,5,62.157534246575345
0.91,Premium,E,VS1,62.7,59.0,5057,6.15,6.19,3.87,4,5,62.72285251215559
0.91,Very Good,E,VS1,62.8,60.0,5057,6.08,6.11,3.83,4,5,62.83839212469236
1.08,Ideal,G,SI2,61.3,57.0,5057,6.55,6.64,4.04,1,3,61.25852918877938
1.05,Premium,D,SI2,60.4,57.0,5057,6.6,6.55,3.97,1,6,60.38022813688214
1.0,Very Good,F,SI1,61.8,58.0,5058,6.37,6.44,3.96,2,4,61.82669789227166
1.0,Premium,F,SI1,59.8,59.0,5058,6.49,6.55,3.9,2,4,59.815950920245406
1.02,Very Good,F,SI1,63.1,55.0,5058,6.45,6.38,4.05,2,4,63.13328137178488
1.12,Premium,I,VS1,62.2,59.0,5058,6.66,6.59,4.12,4,1,62.18867924528302
1.26,Premium,E,SI2,60.3,60.0,5058,7.0,6.94,4.2,1,5,60.258249641319935
1.0,Premium,F,SI1,62.1,59.0,5060,6.36,6.39,3.96,2,4,62.11764705882353
1.0,Good,E,SI1,64.2,58.0,5061,6.25,6.28,4.02,2,5,64.16600159616918
1.11,Ideal,G,SI1,62.6,57.0,5061,6.64,6.59,4.14,2,3,62.58503401360543
1.13,Ideal,G,SI2,61.1,54.0,5062,6.77,6.74,4.13,1,3,61.139896373057
1.01,Fair,H,VS1,61.4,66.0,5062,6.34,6.24,3.87,4,2,61.526232114467405
1.01,Ideal,H,SI1,61.0,56.0,5062,6.48,6.43,3.94,2,2,61.03795507358637
1.22,Premium,H,SI1,60.6,58.0,5063,6.91,6.86,4.17,2,2,60.56644880174292
1.37,Very Good,J,SI2,60.7,60.0,5063,7.07,7.19,4.33,1,0,60.72931276297334
1.03,Ideal,H,SI1,62.0,57.0,5063,6.53,6.47,4.03,2,2,62.0
1.07,Ideal,H,VS1,60.2,57.0,5063,6.61,6.55,3.96,4,2,60.182370820668694
1.29,Ideal,D,I1,61.3,56.0,5065,6.99,7.05,4.3,0,6,61.25356125356126
1.07,Ideal,H,SI1,61.5,56.0,5065,6.6,6.66,4.08,2,2,61.53846153846154
1.34,Very Good,E,SI2,62.1,63.0,5065,7.06,7.01,4.37,1,5,62.117981520966595
1.01,Very Good,J,VVS2,63.7,57.0,5067,6.31,6.35,4.03,5,0,63.6650868878357
1.01,Very Good,I,VS2,62.9,56.0,5067,6.38,6.43,4.03,3,1,62.91959406713506
1.01,Very Good,I,VS2,60.9,59.0,5067,6.42,6.45,3.92,3,1,60.91686091686091
1.01,Very Good,F,SI2,61.0,60.0,5067,6.42,6.46,3.93,1,4,61.0248447204969
1.25,Ideal,J,VS2,62.6,54.0,5067,6.94,6.9,4.33,3,0,62.57225433526012
1.04,Ideal,E,SI2,61.1,56.0,5067,6.55,6.51,3.99,1,5,61.102603369065854
0.9,Good,E,VS1,62.2,60.0,5068,6.12,6.16,3.82,4,5,62.214983713355046
1.29,Very Good,J,VS2,61.3,60.0,5068,6.96,6.98,4.27,3,0,61.2625538020086
0.34,Premium,E,SI1,60.7,60.0,596,4.48,4.51,2.73,2,5,60.734149054505004
0.34,Premium,G,VS2,61.3,58.0,596,4.51,4.53,2.77,3,3,61.28318584070797
0.34,Premium,G,VS2,61.1,60.0,596,4.51,4.53,2.76,3,3,61.061946902654874
0.34,Premium,H,VS1,61.6,59.0,596,4.49,4.54,2.78,4,2,61.57253599114063
0.34,Ideal,G,VS2,61.3,55.0,596,4.49,4.51,2.76,3,3,61.333333333333336
0.34,Premium,E,SI1,59.3,58.0,596,4.55,4.59,2.71,2,5,59.29978118161925
0.34,Premium,G,VS2,61.0,58.0,596,4.46,4.49,2.73,3,3,61.00558659217877
0.34,Ideal,G,VS2,61.5,57.0,596,4.47,4.51,2.76,3,3,61.46993318485523
0.34,Premium,G,VS2,61.2,58.0,596,4.46,4.5,2.74,3,3,61.16071428571428
0.34,Premium,G,VS2,62.0,59.0,596,4.43,4.47,2.76,3,3,62.02247191011237
0.4,Very Good,J,VS2,62.5,60.0,596,4.67,4.71,2.93,3,0,62.47334754797442
0.4,Very Good,J,VS2,60.9,62.0,596,4.73,4.76,2.89,3,0,60.90621707060063
0.34,Ideal,E,SI1,61.4,55.0,596,4.48,4.54,2.77,2,5,61.41906873614191
0.34,Ideal,G,VS2,61.8,56.0,596,4.48,4.52,2.78,3,3,61.77777777777778
0.34,Ideal,G,VS2,62.0,55.0,596,4.46,4.48,2.77,3,3,61.96868008948545
0.34,Premium,G,VS2,62.4,59.0,596,4.41,4.47,2.77,3,3,62.38738738738739
0.34,Ideal,G,VS2,62.0,56.0,596,4.47,4.5,2.78,3,3,61.98439241917504
0.4,Good,I,SI1,63.2,55.0,596,4.68,4.72,2.97,2,1,63.19148936170214
0.34,Premium,E,SI1,61.9,59.0,596,4.44,4.48,2.76,2,5,61.88340807174887
0.34,Ideal,E,SI1,61.4,54.0,596,4.5,4.53,2.77,2,5,61.35105204872646
0.34,Ideal,G,VS2,62.2,57.0,596,4.44,4.47,2.77,3,3,62.17732884399551
0.34,Ideal,E,SI1,61.8,56.0,596,4.45,4.48,2.76,2,5,61.81410974244121
0.34,Very Good,H,VS1,61.3,56.0,596,4.48,4.53,2.76,4,2,61.265260821309646
0.34,Ideal,G,VS2,61.1,55.0,596,4.52,4.55,2.77,3,3,61.08048511576626
0.34,Good,H,VS1,63.1,57.0,596,4.4,4.44,2.79,4,2,63.12217194570136
0.34,Good,G,VS2,63.1,57.0,596,4.43,4.47,2.81,3,3,63.14606741573035
0.34,Ideal,G,VS2,61.4,57.0,596,4.48,4.51,2.76,3,3,61.40155728587319
0.34,Ideal,G,VS2,61.7,56.0,596,4.48,4.53,2.78,3,3,61.70921198668145
0.34,Ideal,G,VS2,61.9,55.0,596,4.49,4.53,2.79,3,3,61.86252771618626
0.34,Premium,H,VS1,60.8,59.0,596,4.48,4.53,2.74,4,2,60.82130965593784
1.44,Very Good,E,I1,61.1,62.0,5068,7.15,7.23,4.39,0,5,61.05702364394992
1.0,Good,G,VS2,62.7,58.0,5068,6.24,6.33,3.94,3,3,62.68894192521877
1.01,Ideal,E,SI1,62.2,56.0,5068,6.43,6.4,3.99,2,5,62.197973499610285
1.0,Premium,H,VS2,59.6,59.0,5069,6.54,6.47,3.88,3,2,59.64642582628747
1.04,Very Good,G,SI1,61.8,59.0,5070,6.49,6.55,4.03,2,3,61.809815950920246
1.2,Ideal,J,SI1,61.9,57.0,5071,6.8,6.87,4.23,2,0,61.88734455010974
1.54,Premium,H,I1,62.0,60.0,5071,7.4,7.32,4.56,0,2,61.95652173913042
1.09,Very Good,I,VS2,62.6,57.0,5072,6.55,6.62,4.12,3,1,62.56643887623387
1.16,Premium,F,SI2,62.1,59.0,5072,6.71,6.76,4.18,1,4,62.063845582776544
1.22,Very Good,I,SI2,62.9,56.0,5072,6.79,6.84,4.29,1,1,62.94937637564197
1.05,Very Good,H,SI1,63.2,59.0,5072,6.39,6.46,4.06,2,2,63.19066147859922
1.25,Premium,J,SI1,62.0,58.0,5073,6.88,6.9,4.27,2,0,61.973875181422336
1.1,Very Good,E,SI2,63.0,56.0,5073,6.59,6.55,4.14,1,5,63.01369863013697
1.11,Ideal,I,VS2,62.2,56.0,5073,6.69,6.62,4.14,3,1,62.208865514650626
1.51,Fair,I,I1,65.7,61.0,5074,7.08,7.02,4.63,0,1,65.67375886524823
1.14,Ideal,I,VS2,62.9,56.0,5075,6.71,6.67,4.21,3,1,62.92974588938715
1.06,Premium,H,SI1,61.0,58.0,5075,6.61,6.57,4.02,2,2,61.00151745068285
1.03,Premium,D,SI2,60.6,60.0,5076,6.52,6.46,3.93,1,6,60.55469953775038
1.02,Very Good,F,SI1,60.2,60.0,5077,6.55,6.61,3.96,2,4,60.182370820668694
1.07,Ideal,F,SI2,62.0,56.0,5077,6.51,6.55,4.09,1,4,62.63399693721287
1.01,Very Good,E,SI1,63.3,58.0,5077,6.39,6.37,4.04,2,5,63.322884012539184
1.01,Premium,E,SI1,63.0,61.0,5077,6.42,6.37,4.03,2,5,63.01798279906177
1.16,Ideal,G,SI2,61.6,55.0,5078,6.78,6.8,4.18,1,3,61.56111929307806
1.08,Premium,H,SI1,62.6,58.0,5078,6.53,6.56,4.1,2,2,62.64323911382734
1.01,Very Good,F,SI1,62.4,60.0,5078,6.35,6.4,3.98,2,4,62.431372549019606
1.01,Very Good,F,SI1,62.7,56.0,5078,6.39,6.36,4.0,2,4,62.745098039215684
1.03,Premium,H,VS2,62.4,58.0,5078,6.47,6.39,4.01,3,2,62.363919129082426
0.93,Fair,D,VS2,56.3,67.0,5078,6.52,6.45,3.65,3,6,56.283731688511956
1.02,Ideal,H,SI1,59.9,56.0,5079,6.54,6.51,3.91,2,2,59.923371647509576
1.26,Premium,I,SI2,60.1,59.0,5080,7.03,6.99,4.21,1,1,60.057061340941516
1.26,Premium,J,SI1,61.8,58.0,5080,6.91,6.88,4.26,2,0,61.78390137781001
1.2,Premium,I,SI2,60.0,58.0,5080,6.93,6.91,4.15,1,1,59.97109826589596
1.08,Ideal,E,SI2,61.7,57.0,5080,6.6,6.55,4.06,1,5,61.749049429657795
0.9,Ideal,G,VS1,62.5,57.0,5080,6.18,6.13,3.84,4,3,62.38830219333875
0.9,Ideal,D,SI1,61.6,55.0,5081,6.23,6.27,3.85,2,6,61.6
1.1,Ideal,E,SI2,61.6,56.0,5082,6.61,6.64,4.08,1,5,61.58490566037736
1.1,Very Good,I,VS1,60.2,59.0,5082,6.67,6.71,4.03,4,1,60.239162929745895
1.2,Good,H,SI2,62.2,62.0,5082,6.69,6.75,4.18,1,2,62.20238095238095
1.0,Very Good,E,SI1,61.1,60.0,5082,6.42,6.47,3.94,2,5,61.132660977501935
1.0,Very Good,E,SI1,60.9,59.0,5082,6.38,6.43,3.9,2,5,60.889929742388766
1.0,Good,E,SI1,63.7,60.0,5082,6.24,6.29,3.99,2,5,63.687150837988824
1.2,Very Good,J,SI1,62.5,58.0,5082,6.74,6.79,4.23,2,0,62.527716186252775
1.21,Premium,H,SI2,58.2,59.0,5082,7.05,7.03,4.1,1,2,58.23863636363635
1.21,Premium,H,SI2,61.1,60.0,5082,6.91,6.86,4.21,1,2,61.14742193173566
1.21,Premium,H,SI2,62.1,56.0,5082,6.8,6.76,4.21,1,2,62.09439528023599
1.02,Ideal,G,SI1,62.2,56.0,5082,6.44,6.46,4.01,2,3,62.17054263565891
1.21,Premium,H,SI2,60.0,61.0,5082,6.88,6.79,4.1,1,2,59.98536942209216
1.2,Very Good,J,SI1,61.8,57.7,5083,6.78,6.91,4.23,2,0,61.79693206720234
1.83,Fair,J,I1,70.0,58.0,5083,7.34,7.28,5.12,0,0,70.04103967168263
1.23,Ideal,J,SI2,63.2,58.0,5083,6.82,6.74,4.29,1,0,63.27433628318584
1.02,Premium,H,SI1,61.1,58.0,5084,6.51,6.46,3.96,2,2,61.063993831919824
1.01,Very Good,E,SI1,63.1,57.0,5085,6.33,6.44,4.03,2,5,63.11667971808927
1.2,Good,H,SI2,59.7,63.0,5085,6.84,6.87,4.09,1,2,59.664478482859224
1.09,Fair,H,SI1,64.4,60.0,5085,6.49,6.42,4.16,2,2,64.44616576297443
1.13,Very Good,E,SI1,60.8,58.0,5086,6.71,6.77,4.1,2,5,60.83086053412462
0.92,Very Good,D,SI1,62.0,58.0,5086,6.18,6.21,3.84,2,6,61.98547215496368
0.72,Ideal,F,VVS1,61.8,57.0,5086,5.73,5.76,3.55,6,4,61.79286335944299
1.04,Premium,G,SI1,61.4,57.0,5086,6.56,6.5,4.01,2,3,61.40888208269526
1.03,Premium,F,SI1,61.5,59.0,5087,6.49,6.42,3.97,2,4,61.50271107668474
1.03,Premium,F,SI1,58.6,62.0,5087,6.65,6.6,3.88,2,4,58.56603773584906
1.03,Premium,F,SI1,61.5,57.0,5087,6.53,6.44,3.99,2,4,61.52659984579799
1.03,Premium,F,SI1,60.9,61.0,5087,6.54,6.5,3.97,2,4,60.88957055214724
0.9,Premium,F,VS1,62.7,58.0,5088,6.14,6.17,3.86,4,4,62.7132412672624
1.12,Very Good,G,SI1,62.5,58.0,5088,6.6,6.64,4.14,2,3,62.53776435045317
1.12,Very Good,G,SI1,59.5,62.0,5088,6.76,6.81,4.04,2,3,59.54310980103168
1.18,Very Good,E,SI2,62.5,60.0,5088,6.7,6.74,4.2,1,5,62.49999999999999
1.03,Good,D,SI1,60.1,62.0,5088,6.55,6.53,3.93,2,6,60.091743119266056
1.1,Premium,G,SI1,62.3,58.0,5088,6.61,6.55,4.1,2,3,62.31003039513677
1.0,Premium,G,SI1,59.6,60.0,5088,6.49,6.43,3.85,2,3,59.59752321981424
1.18,Ideal,I,SI1,62.2,56.0,5088,6.85,6.75,4.23,2,1,62.20588235294119
1.18,Premium,I,SI1,62.8,56.0,5088,6.74,6.71,4.22,2,1,62.750929368029745
1.1,Premium,D,SI2,61.5,60.0,5088,6.64,6.58,4.06,1,6,61.42208774583963
1.0,Ideal,G,SI1,61.9,56.0,5088,6.45,6.37,3.97,2,3,61.93447737909516
1.02,Premium,F,SI1,62.2,58.0,5089,6.4,6.46,4.0,2,4,62.20839813374806
1.01,Fair,F,VS2,65.2,52.0,5090,6.31,6.29,4.11,3,4,65.23809523809526
1.06,Very Good,E,SI1,61.4,58.0,5090,6.53,6.62,4.04,2,5,61.44486692015209
1.01,Premium,H,SI1,62.3,58.0,5090,6.44,6.4,4.0,2,2,62.30529595015577
1.04,Premium,H,SI1,61.0,58.0,5090,6.6,6.54,4.01,2,2,61.03500761035007
1.01,Premium,F,SI1,62.9,58.0,5090,6.43,6.35,4.02,2,4,62.91079812206572
1.01,Premium,G,SI1,60.8,60.0,5090,6.47,6.39,3.91,2,3,60.80870917573873
1.16,Premium,H,SI1,61.9,59.0,5091,6.73,6.74,4.17,2,2,61.91536748329621
1.21,Ideal,I,SI2,60.6,56.0,5091,6.92,6.94,4.2,1,1,60.60606060606061
1.16,Ideal,I,SI1,62.6,57.0,5091,6.71,6.67,4.19,2,1,62.63079222720479
1.07,Premium,G,SI1,63.0,55.0,5091,6.55,6.47,4.1,2,3,62.9800307219662
1.07,Premium,G,SI1,61.0,58.0,5091,6.66,6.59,4.04,2,3,60.9811320754717
1.11,Premium,F,SI1,60.4,61.0,5091,6.72,6.65,4.04,2,4,60.43380703066566
1.17,Ideal,I,SI1,60.0,59.0,5092,6.82,6.87,4.11,2,1,60.04382761139518
1.03,Ideal,H,SI1,62.0,56.0,5093,6.44,6.49,4.01,2,2,62.02629543696829
1.0,Good,D,SI1,64.2,60.0,5093,6.22,6.28,4.01,2,6,64.16
1.16,Ideal,E,SI2,59.9,57.0,5093,6.82,6.8,4.08,1,5,59.91189427312775
1.16,Ideal,E,SI2,62.7,56.0,5093,6.73,6.69,4.21,1,5,62.74217585692995
1.07,Ideal,I,SI1,61.7,56.0,5093,6.59,6.57,4.06,2,1,61.70212765957446
1.12,Good,H,SI1,59.8,61.0,5094,6.72,6.85,4.06,2,2,59.837877671333814
1.33,Premium,I,SI2,59.7,59.0,5094,7.21,7.15,4.29,1,1,59.74930362116992
1.05,Ideal,H,SI1,61.4,57.0,5095,6.49,6.54,4.0,2,2,61.39677666922486
1.08,Good,E,SI1,63.1,59.0,5096,6.49,6.53,4.11,2,5,63.1336405529954
1.08,Ideal,E,SI1,62.6,57.0,5096,6.53,6.56,4.1,2,5,62.64323911382734
1.0,Fair,D,SI1,67.3,57.0,5096,6.15,6.04,4.1,2,6,67.26825266611975
1.0,Premium,D,SI1,61.4,58.0,5096,6.4,6.34,3.91,2,6,61.38147566718995
1.14,Ideal,I,SI1,60.8,58.0,5096,6.71,6.74,4.09,2,1,60.81784386617101
1.21,Good,J,VS2,61.0,64.0,5096,6.89,6.79,4.17,3,0,60.96491228070175
